Date,Nifty,Axis Equity Hybrid Fund,Canara Robeco Equity Hybrid Fund,DSP Equity & Bond Fund,Franklin India Equity Hybrid Fund,HDFC Hybrid Equity Fund,ICICI Prudential Equity & Debt Fund,Kotak Equity Hybrid Fund,Mirae Asset Hybrid Equity Fund,Motilal Oswal Equity Hybrid Fund,Nippon India Equity Hybrid Fund,PGIM India Hybrid Equity Fund,Quant Absoute,SBI EQUITY HYBRID FUND,Tata Hybrid Equity Fund,Aditya Birla Sun Life Balanced Advantage Fund,Axis Balanced Advantage Fund,Edelweiss Balanced Advantage Fund,HDFC Balanced Advantage Fund,ICICI Prudential Balanced Advantage Fund,Kotak Balanced Advantage Fund,Nippon India Balanced Advantage Fund,PGIM India Balanced Advantage Fund,SBI Balanced Advantage Fund,Tata Balanced Advantage Fund,ICICI Prudential Nifty Bank Index Fund,Motilal Oswal Nifty Bank Index Fund,HDFC Hybrid Debt Fund,Invesco India Contra Fund,Kotak India EQ Contra Fund,SBI Contra Fund,Aditya Birla Sun Life Dividend Yield Fund,Franklin Templeton India Equity Income Fund,HDFC Dividend Yield Fund,ICICI Prudential Dividend Yield Equity Fund,Tata Dividend Yield Fund,UTI Dividend Yield Fund,Aditya Birla Sun Life Tax Plan,Axis Long Term Equity Fund,Canara Robeco Equity Tax Saver Fund,DSP Tax Saver Fund,Franklin India Taxshield,HDFC Tax Saver Fund,ICICI Prudential Long Term Equity Fund,Kotak Tax Saver Fund,Mirae Asset Tax Saver Fund,Motilal Oswal Long Term Equity Fund,Nippon India Tax Saver Fund,Quant Tax Plan,SBI Long Term Equity Fund,Tata India Tax Savings Fund,Aditya Birla Sun Life Flexi Cap Fund,Axis Flexi Cap Fund,Canara Robeco Flexi Cap Fund,DSP Flexi Cap Fund,HDFC Flexi Cap Fund,ICICI Prudential Flexi Cap Fund,Kotak Flexi Cap Fund,Motilal Oswal Flexi Cap Fund,Nippon India Flexi Cap Fund,Parag Parikh Flexi Cap Fund,PGIM India Flexi Cap,Quant Flexi Cap Fund,SBI Flexi Cap Fund,Tata Flexi Cap Fund,UTI Flexi CAP Fund,Aditya Birla Sunlife Focused Equity Fund,Axis Focused 25 Fund,Canara Robeco Focused Equity Fund,DSP Focused Fund,Franklin India Focused Fund,HDFC Focused 30 Fund,ICICI Prudential Focused Equity Fund,Mirae Asset Focused Fund,Nippon India Focused Equity Fund,Quant Focused Fund,SBI Focussed Equity Fund,Tata Focused Equity Fund,HDFC Asset Allocator FoF,ICICI Pru Asset Allocator FoF,DSP Global Innovation FOF,Mirae FANG+ Fund of Funds,PGIM India Global Equity Opportunities Fund,Axis Greater China,ICICI Prudential Thematic Advantage Fund,Nippon India Taiwan Equity Fund,Aditya Birla Sun Life Equity Advantage Fund,Axis Growth Opportunities Fund,Canara Robeco Emerging Equities,DSP Equity Opportunities,HDFC Large & Mid Cap,ICICI Prudential Large and Mid Cap Fund,Kotak Equity Opportunities,Mirae Asset Emerging Blue Chip,Nippon India Vision Fund,Quant Large and Mid Cap,SBI Large & Mid Cap,Tata Large & Mid Cap,Aditya Birla Sun Life Frontline Equity Fund,Axis Blue Chip,Canara Robeco Blue Chip,DSP Top 100 Equity Fund,Franklin INDIA Bluechip Fund,HDFC Top 100 Fund,ICICI Prudential Blue Chip,Kotak Blue Chip,Mirae Asset Large Cap Fund,Nippon India Large Cap,PGIM India Large Cap,SBI Blue Chip,Tata Large Cap Fund,UTI Mastershare,Aditya Birla Sun Life MIDCAP Fund,Axis Mid Cap Fund,DSP Mid Cap Fund,Franklin India Prima Fund,HDFC Mid Cap Opportunities Fund,ICICI Prudential Mid Cap Fund,Kotak Emerging Equities Fund,Mirae Asset Mid Cap Fund,Motilal Oswal Midcap 30 Fund,Nippon India Growth Fund,PGIM India Mid Cap Opportunities Fund ,PGIM India Midcap Opportunities,Quant Mid Cap Fund,SBI Magnum Mid Cap Fund,Tata Mid Cap Fund,Axis Multi Asset Allocation Fund,HDFC Multi Asset Allocation Fund,ICICI Prudential Multi Asset Allocation Fund,SBI MULTI ASSET ALLOCATION FUND,Aditya Birla Sun Life Multi-Cap Fund,Axis Multicap Fund,HDFC Multi Cap Fund,ICICI Prudential Multi Cap Fund,Kotak Multicap Fund,Nippon India Multi Cap Fund,Quant Active,SBI Multicap Fund,Axis Nifty 50 Index Fund,DSP Nifty 50 Index Fund,HDFC Index Fund-NIFTY 50 Plan,ICICI Prudential Nifty 50 Index Fund,Kotak Nifty 50 Index Fund,Motilal Oswal Nifty 50 Index Fund,SBI NIFTY INDEX FUND,Axis Nifty Next 50 Index Fund,DSP Nifty Next 50 Index Fund,HDFC Nifty Next 50 Index Fund,ICICI Prudential Nifty Next 50 Index Fund,Kotak Nifty Next 50 Index Fund,Motilal Oswal Nifty Next 50 Index Fund,SBI Nifty Next 50 Index Fund,ICICI Pru Nifty 50,HDFC Banking and Financial Services Fund,ICICI Prudential Banking and Financial Services Fund,Mirae Asset Banking and Financial Services Fund,Nippon India Banking and Financial Services Fund,SBI Banking and Financial Services Fund,Tata Banking and Financial Services Fund,Canara Robeco Consumer Trends,ICICI Prudential BHARAT Consumption Fund,Mirae Asset Great Consumer Fund,Nippon India Consumption Fund,Tata India Consumer Fund,DSP Healthcare Fund,ICICI Prudential Pharma Healthcare & Diagnostic Fund,Mirae Asset Healthcare Fund,Nippon India Pharma Fund,SBI Healthcare Opportunities Fund,Tata India Pharma & Healthcare Fund,Franklin Build India Fund,ICICI Prudential FMCG Fund,SBI Consumption Opportunities Fund,ICICI Prudential Technology Fund,SBI Technology Opportunities Fund,Tata Digital India Fund,Aditya Birla Sun Life Smallcap Fund,Axis Small cap,Canara Robeco Small Cap Fund,DSP Small Cap,Franklin India Smaller Companies Fund,HDFC Small Cap Fund,ICICI Prudential Smallcap Fund,Kotak Small Cap Fund,Nippon India Small Cap Fund,PGIM India Small Cap,Quant Small Cap,SBI Small Cap,Tata Small Cap Fund,UTI Small Cap Fund,Axis ESG Fund,Axis Quant Fund,ICICI Prudential MNC Fund,ICICI Prudential Business Cycle Fund,ICICI Prudential Quant Fund,India Opportunities Fund,QUANT ESG Equity Fund,SBI Equity Minimum Variance Fund,SBI Magnum Equity ESG Fund,Tata Ethical Fund,Axis Value Fund,Canara Robeco Value Fund,HDFC Capital Builder Value Fund,ICICI Prudential Value Discovery,Nippon India Value Fund,Quant Value Fund,Tata Equity P/E Fund,Quant Multi Asset (G),Quant Quantamental Fund Reg (G),ICICI Prudential Nifty Auto ETF,HDFC MNC Fund (G),Quant Large Cap (G),ICICI Prudential PSU Equity Fund (G),ICICI Prudential US Bluechip Fund (G),SBl Nifty Bank ETF,ICICI Pru Equity Savings,HDFC Equity Savings,SBI Equity Savings Fund,HDFC Infrastructure Fund (G),CANARA ROBECO INFRASTRUCTURE FUND (G)
2020-01-01,12182.5,424.23,163.819,202.233,93.8707,40.4741,333.71,247.82,393.04,140.2,58.41,1145.4591,544.4008,219.3217,161.0828,471.2245,962.1469,231.1266,577.3988,124.6031,185.5863,128.8465,152.327,55.1852,139.8156,39.8907,277.8723,97.8037,300.2,118.1002,111.2704,37.677,275.29,225.868,138.2823,164.17,675.337,286.569,293.8579,141.64,519.815,501.798,50.4074,72.0033,58.9425,47.5955,104.7925,141.7105,103.9314,152.6108,94.83,142.69,68.2578,153.4303,77.932,119.0269,94.332,73.233,145.8266,96.93,71.2966,55.407,228.9168,65.8751,55.14,75.2461,33.605,762.47,233.06,55.6257,51.1204,128.001,63.0389,46.872,50.1246,44.73,28.8388,41.5936,46.4675,234.727,39.85,57.376,37.5204,113.5324,47.6636,38.13,51.702,40.584,49.16,143.4409,53.642,30.8354,42.3785,42.784,53.864,168.23,35.6858,26.01,15.456,54.303,44.56,31.9708,70.0,24.7641,68.36,29.15,37.391,42.0129,24.68,42.45,32.03,49.2832,25.785,57.81,54.561,25.0618,21.5233,38.9932,27.22,253.02,39.69,37.313,30.74,,116.6961,67.2747,128.3601,26.7691,18.28,11.08,32.02,53.5447,26.7935,27.1088,15.94,,116.337,38.803,55.74,19.2753,26.805,14.72,18.7832,13.89,20.1065,13.6799,15.705,19.063,21.585,15.2258,17.3286,9.2133,178.86,71.46,20.46,11.34,12.74,10.956,10.37,11.253,11.22,11.2363,11.5807,11.88,10.5668,10.9,10.59,10.8046,9.57,11.3435,10.9224,10.2572,10.55,11.843,10.5,11.318,321.73,11.7067,10.0921,9.9263,9.9541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,12282.2001953125,428.56,164.626,204.048,94.7488,40.8117,336.38,248.11,396.36,141.14,58.55,1157.9701,549.9656,220.9719,161.632,476.0862,973.492,233.009,583.5485,125.6038,187.5911,129.7345,152.937,55.7204,141.3221,40.2074,279.543,99.2431,302.83,119.0597,112.1783,37.843,280.17,228.165,139.6244,164.87,682.432,290.144,298.9741,142.47,525.084,506.631,50.818,72.5,59.1096,47.7406,105.6473,143.4678,105.8062,153.2351,96.12,143.5,68.4164,154.0069,78.797,119.7274,94.8452,74.047,146.5346,97.67,72.1416,55.885,231.207,66.145,55.709,76.1896,33.821,769.41,235.03,56.7433,51.5715,129.241,63.4628,47.322,50.7252,45.28,28.9614,41.9601,46.9551,236.672,40.16,57.808,38.0217,114.5101,48.2506,38.26,52.172,41.038,49.74,145.1774,54.223,31.3157,42.7972,43.057,54.652,168.93,36.1377,26.24,15.765,54.753,44.85,32.3341,70.98,24.7457,68.63,29.33,37.761,42.5665,24.78,42.55,32.14,49.3737,26.042,58.401,55.1523,25.2743,21.5648,39.558,27.39,255.038,39.78,37.507,30.85,32.35,117.0069,67.2971,129.408,26.9115,18.46,11.19,32.14,54.017,26.864,27.222,16.18,13.4772,117.734,39.375,56.05,19.4565,26.996,14.75,18.9058,14.07,20.2246,13.7448,15.824,19.269,21.7563,15.212,17.4001,9.2638,180.12,71.89,20.48,11.38,12.78,11.003,10.4,11.291,11.26,11.3119,11.6262,11.89,10.6901,10.954,10.68,10.8652,9.7,11.4353,11.0153,10.3046,10.58,11.99,10.58,11.45,325.14,11.8277,10.1648,10.009,10.0395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,12226.650390625,426.4,164.077,203.082,94.5945,40.771,334.34,246.71,394.88,140.66,59.12,1152.7637,546.7717,220.3143,161.7255,474.4769,970.4105,231.6396,579.6659,125.0785,187.2149,129.445,152.6019,55.5311,140.9129,40.1335,279.1694,98.6531,301.55,118.5252,111.6704,37.786,278.99,227.008,138.9809,164.76,678.499,288.473,295.7717,142.05,522.714,503.977,50.5193,72.5652,59.0168,47.6938,105.165,142.8496,105.6467,153.6081,95.77,143.42,67.9889,153.721,78.208,120.1568,94.6804,74.467,146.2759,97.25,72.2926,55.69,230.9707,66.2001,55.527,75.9413,33.931,766.12,234.17,56.2915,51.4532,129.281,63.2086,47.208,50.7157,45.03,29.0213,41.6987,46.9635,235.606,40.08,57.892,37.8887,113.9815,48.1709,38.19,51.989,40.97,49.51,145.0567,54.055,31.2469,42.4852,42.853,54.753,168.57,35.9707,26.28,15.643,54.537,44.65,32.277,70.38,24.8001,68.52,29.39,37.644,42.2431,24.71,42.36,32.02,49.3504,25.932,58.232,54.9654,25.224,21.6021,39.5197,27.29,254.074,39.65,37.355,30.78,32.31,116.6058,68.1587,128.8239,26.9391,18.36,11.13,32.24,54.2819,26.6958,27.046,16.18,13.5331,117.045,39.31,55.91,19.3581,26.976,14.75,18.8051,14.0,20.0569,13.7267,15.777,19.227,21.5733,15.3868,17.263,9.3075,179.47,71.67,20.89,11.36,12.73,11.062,10.44,11.286,11.25,11.2466,11.624,11.93,10.6913,11.003,10.64,10.8434,9.7,11.3838,10.9934,10.3223,10.51,11.968,10.57,11.401,321.4,11.6934,10.1231,9.9635,10.0196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,11993.0498046875,417.86,161.589,199.122,92.4056,39.8295,328.54,243.91,388.56,138.6,58.72,1132.1027,535.1327,217.1591,159.7174,465.9533,951.9368,226.755,569.1423,123.4568,183.0497,127.4404,149.9646,54.4666,138.2598,39.4497,276.2413,96.2994,295.84,116.285,109.5364,37.487,273.55,222.107,136.1836,161.98,662.435,282.037,286.2693,139.79,512.341,492.299,49.4541,71.5953,58.61,47.3634,103.1537,139.9467,103.2663,151.1853,93.92,141.5,67.0531,151.448,76.166,118.8991,93.6018,73.473,144.2269,95.66,70.8921,54.798,227.075,65.1593,54.532,74.3397,33.619,751.51,229.52,54.6527,50.5446,127.353,62.1533,46.453,49.6867,44.37,28.7789,40.8945,46.2059,230.904,39.33,57.213,36.9938,111.8913,47.0543,37.81,50.933,40.244,48.49,142.2606,53.114,30.5351,41.711,41.997,53.808,166.65,35.1556,25.96,15.219,53.481,43.89,31.5408,68.37,24.4506,67.29,29.08,37.0,41.3275,24.39,41.52,31.47,48.4129,25.39,57.117,54.0097,24.7061,21.3881,38.6034,26.84,249.227,39.01,36.717,30.19,32.61,114.7684,67.727,126.3645,26.6236,17.99,10.91,31.99,53.3937,26.3169,26.5639,15.88,13.5726,114.354,38.659,55.29,18.9173,26.589,14.68,18.5052,13.7,19.6092,13.5901,15.519,18.834,21.0682,15.2989,17.0346,9.1979,176.21,70.64,20.93,11.25,12.52,10.933,10.34,11.194,11.1,11.0425,11.4718,11.75,10.5471,10.878,10.44,10.7255,9.53,11.1675,10.7679,10.2032,10.33,11.739,10.44,11.172,313.07,11.3815,9.9639,9.7721,9.8144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,12052.9501953125,421.02,162.462,199.475,93.2008,40.3022,329.69,244.49,389.58,138.95,58.45,1135.9469,536.9678,217.8469,160.223,467.1475,959.1372,227.4624,570.2613,123.6502,184.5715,127.9138,151.091,54.9722,139.2054,39.6629,276.5381,96.4899,296.87,116.8516,110.0813,37.534,275.72,223.436,137.0717,162.57,664.98,283.274,287.6012,140.59,513.399,494.087,49.6084,71.6811,58.7051,47.4616,103.661,141.0213,103.7477,151.5413,94.25,141.95,67.3059,152.0281,76.367,119.2043,93.6858,74.12,144.6738,96.11,71.6519,54.969,227.8194,65.2492,54.815,74.6207,33.63,755.37,230.36,54.9182,50.7621,128.161,62.4514,46.711,50.0623,44.65,28.8444,41.124,46.3003,231.842,39.58,57.51,37.2002,112.5316,47.2771,37.91,51.103,40.525,48.71,143.1846,53.393,30.864,41.7685,42.279,54.343,167.37,35.2545,26.17,15.28,53.696,44.06,31.7901,68.63,24.6206,67.71,29.15,37.235,41.423,24.45,41.79,31.61,48.7564,25.525,57.337,54.1473,24.8882,21.4471,39.049,27.0,250.522,39.18,36.797,30.42,32.44,115.1281,67.6386,126.9942,26.7289,18.1,10.97,32.32,53.8337,26.5071,26.7052,15.91,13.5268,114.618,38.849,55.5,19.0075,26.726,14.69,18.6184,13.83,19.7398,13.6339,15.569,18.917,21.2228,15.2725,17.1396,9.2178,177.4,71.07,20.98,11.28,12.57,10.985,10.37,11.219,11.15,11.1275,11.5219,11.8,10.5816,10.942,10.45,10.7489,9.67,11.2226,10.8469,10.2324,10.37,11.762,10.46,11.214,314.69,11.4393,9.9815,9.8194,9.8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,12025.349609375,422.57,162.914,198.589,92.9163,40.3444,329.53,244.12,389.17,138.87,58.09,1138.6121,535.95,217.9124,160.3433,468.3088,960.0694,227.0961,568.9858,123.5546,184.0902,127.9273,151.5649,54.8798,139.0353,39.6832,276.7626,96.339,296.42,116.5844,109.828,37.465,276.43,223.359,136.8428,161.6,661.639,282.041,287.8655,140.71,511.715,491.942,49.5285,71.5605,58.6771,47.3869,103.4187,141.6259,103.4873,151.1774,94.17,141.61,67.4119,152.0505,76.26,119.0576,93.6269,74.289,144.7536,96.42,71.7778,54.863,228.3149,65.1236,54.867,74.3638,33.678,755.44,229.7,54.7762,50.8136,128.563,62.2839,46.881,50.0706,44.61,28.914,41.0707,46.0495,232.272,39.47,57.694,37.0945,112.5242,47.1184,37.89,51.135,40.748,48.72,143.0562,53.317,30.8319,41.971,42.445,54.732,167.55,35.1369,26.14,15.171,53.567,43.99,31.7289,68.7,24.5651,67.63,29.13,37.299,41.5449,24.52,41.81,31.61,48.7967,25.466,57.391,53.9682,24.8955,21.495,39.019,27.0,250.151,39.35,36.845,30.48,32.64,114.7732,68.2213,126.7042,26.7667,18.16,11.01,32.36,53.6247,26.6528,26.6612,15.82,13.588,114.277,38.783,55.43,18.9979,26.73,14.69,18.6204,13.8,19.8038,13.6244,15.552,18.898,21.2346,15.2952,17.1658,9.2301,176.98,70.94,21.1,11.28,12.58,11.041,10.37,11.216,11.15,11.1134,11.5189,11.82,10.5794,10.974,10.43,10.7435,9.7,11.1966,10.8506,10.2128,10.36,11.734,10.48,11.253,314.43,11.4299,9.9756,9.7972,9.8905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,12215.900390625,430.1,164.841,201.723,94.3243,41.1116,333.47,246.65,394.06,140.32,58.42,1153.0791,546.247,220.5921,162.0142,475.3391,971.8198,231.4295,578.2858,125.0737,186.9347,129.7225,153.3507,55.7927,140.9469,40.1278,278.0972,98.492,300.84,118.4211,111.5653,37.723,279.26,227.035,139.0585,162.44,673.415,286.582,293.47,142.64,519.456,500.408,50.4736,72.2176,59.0463,47.6535,105.0546,143.8672,104.726,152.0066,95.42,142.69,68.5298,153.6415,77.852,120.0332,94.4021,75.246,146.2509,97.91,72.4179,55.615,230.6367,65.6508,55.688,75.5704,33.923,767.59,232.88,56.2018,51.4358,130.029,63.0822,47.543,50.7335,45.32,28.9836,41.7254,46.5722,235.699,40.02,58.204,37.5945,114.2182,47.8128,38.19,51.835,41.28,49.61,145.0244,54.136,31.4309,42.6643,43.119,55.483,169.26,35.7708,26.41,15.521,54.383,44.61,32.2403,69.87,24.8781,68.62,29.22,37.803,42.2935,24.71,42.44,32.04,49.3552,25.929,58.232,54.76,25.2219,21.6257,39.6992,27.38,253.925,39.77,37.396,30.87,32.56,116.1275,68.1621,128.7098,26.9707,18.4,11.15,32.67,54.2275,26.9351,26.9908,16.0,13.5278,116.105,39.334,55.85,19.3601,27.069,14.74,18.9327,14.07,20.0897,13.7238,15.747,19.21,21.5997,15.2685,17.4236,9.2825,179.54,71.75,21.06,11.37,12.74,11.104,10.44,11.281,11.27,11.298,11.6246,11.92,10.7317,11.032,10.54,10.8337,9.85,11.3722,10.9939,10.2946,10.54,11.902,10.55,11.409,321.63,11.6839,10.1109,9.9484,10.0207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,12256.7998046875,430.7,165.447,202.58,94.8905,41.6345,335.32,248.55,395.38,140.83,58.95,1160.0078,548.8691,221.2491,163.0043,476.7857,976.009,231.871,579.7086,125.1787,187.9649,130.2367,153.8746,55.7429,141.4013,40.2773,279.0843,98.6924,302.62,118.8152,111.9381,37.811,281.15,227.788,139.7078,163.86,676.853,287.627,293.9521,143.13,521.943,502.739,50.5699,72.8305,59.1199,47.7293,105.4007,144.2455,105.1232,153.0309,95.6,143.31,68.9134,154.2025,78.096,120.3608,94.63,75.664,146.6916,98.18,72.6759,55.628,231.5199,66.092,55.819,75.8023,33.976,770.51,233.88,56.6422,51.6449,130.317,63.5881,47.65,51.1051,45.57,28.9737,41.8961,46.8233,236.803,40.14,58.479,37.6105,114.7062,47.9281,38.26,52.037,41.47,49.82,145.9149,54.235,31.7798,42.7613,43.318,55.749,169.67,35.9135,26.56,15.589,54.622,44.75,32.405,70.11,24.9806,68.71,29.37,37.897,42.4723,24.75,42.46,32.15,49.6043,26.002,58.511,54.9739,25.2862,21.6386,40.0075,27.47,254.638,39.81,37.582,30.99,32.34,116.2801,68.4381,129.1402,27.029,18.46,11.19,32.63,54.4724,27.0367,27.0571,16.11,13.5057,116.622,39.435,56.04,19.4089,27.1,14.77,18.9811,14.13,20.1211,13.7485,15.787,19.304,21.6366,15.3595,17.5186,9.3079,180.15,71.93,21.17,11.41,12.79,11.157,10.5,11.295,11.31,11.3236,11.645,11.99,10.8316,11.117,10.64,10.855,9.96,11.41,11.0215,10.314,10.59,11.94,10.6,11.432,321.68,11.6863,10.1242,9.9804,10.0455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,12329.5498046875,432.72,166.162,204.138,95.5477,42.4226,337.4,250.81,398.52,141.77,60.68,1167.8419,552.4864,221.9191,164.3367,479.3954,978.5163,233.1246,583.7754,125.7823,189.59,130.9815,154.7038,56.1394,142.4526,40.5434,280.9795,99.1219,305.28,119.5142,112.5999,37.986,283.82,229.004,140.0308,165.33,682.397,289.384,295.4575,144.06,525.938,505.963,50.8433,73.8263,59.3018,47.8965,106.0199,145.4195,105.9834,154.0734,96.35,144.88,69.5819,155.1326,78.755,120.8346,95.0378,76.199,147.3427,98.59,73.156,55.903,232.7328,66.7236,56.132,76.2039,34.174,776.11,235.5,56.9212,51.9032,130.974,64.1182,47.9,51.6173,45.78,29.0659,42.0987,47.4819,238.521,40.29,58.813,37.996,115.3828,48.1386,38.35,52.456,41.697,50.09,146.9693,54.501,32.2339,43.0479,43.571,56.214,170.39,36.1089,26.73,15.822,54.925,45.05,32.7238,70.43,25.1268,69.26,29.7,38.094,42.8741,24.83,42.82,32.35,49.8247,26.146,58.817,55.3532,25.4852,21.7252,40.4683,27.65,255.79,39.97,37.889,31.18,32.36,116.6784,69.2716,129.9068,27.0386,18.62,11.29,32.72,54.7119,27.0887,27.1865,16.26,13.4278,117.634,39.807,56.35,19.5092,27.183,14.8,19.0725,14.23,20.1573,13.7854,15.85,19.408,21.6965,15.6442,17.6103,9.3262,180.97,72.12,21.04,11.45,12.86,11.205,10.56,11.315,11.36,11.3475,11.6657,12.04,11.0126,11.185,10.79,10.89,10.07,11.4773,11.1081,10.4127,10.66,12.008,10.69,11.499,322.48,11.7144,10.1816,10.0394,10.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,12362.2998046875,434.64,166.516,204.501,95.6559,42.9173,340.2,254.63,400.41,142.37,61.12,1178.1555,555.8125,222.0722,165.7204,480.1719,985.0483,233.5097,586.8899,126.222,189.8458,131.443,155.264,56.9033,142.3215,40.6544,282.2894,99.6245,306.55,119.8332,112.8975,38.036,285.59,229.229,140.3477,167.02,683.816,290.279,295.9518,144.64,527.561,507.175,50.9273,74.2204,59.3828,47.9075,106.3018,146.2773,106.4804,154.6545,97.01,145.86,70.3614,155.6019,79.187,121.7657,95.3428,76.69,147.4294,99.12,73.4108,56.05,233.6778,67.2991,56.282,76.4001,34.21,779.06,236.14,56.9881,52.0808,131.41,64.3451,48.065,51.8216,45.88,29.0598,42.1856,47.7852,239.31,40.38,59.074,38.1553,115.5515,48.3282,38.41,52.615,42.006,50.34,147.4288,54.892,32.4397,43.1017,43.706,56.762,170.74,36.2281,26.81,15.817,55.107,45.2,32.7277,70.74,25.2291,69.49,29.87,38.16,43.0196,24.91,43.02,32.45,50.0577,26.202,59.184,55.3755,25.5386,21.7421,40.8021,27.73,256.638,40.3,38.245,31.28,32.33,117.2912,69.6791,130.2555,27.2263,18.87,11.44,33.01,54.8179,27.2872,27.2979,16.42,13.4669,118.313,40.095,56.43,19.5379,27.209,14.84,19.1128,14.35,20.2255,13.7958,15.88,19.497,21.7673,15.782,17.8289,9.3681,181.69,72.31,21.33,11.47,12.9,11.238,10.6,11.327,11.38,11.385,11.674,12.12,11.0094,11.233,10.86,10.9083,10.1,11.5074,11.1317,10.4778,10.71,12.028,10.74,11.595,321.41,11.6756,10.1909,10.0655,10.1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
